DATAFLOW,LAST UPDATE,freq,unit,sex,age,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Austria,2022,9.5,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Austria,2023,10.4,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Austria,2024,10.3,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bosnia and Herzegovina,2021,38.3,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bosnia and Herzegovina,2022,35.1,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bosnia and Herzegovina,2023,30.1,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bosnia and Herzegovina,2024,30.2,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2005,21.5,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2006,20.5,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2007,18.8,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2008,18.0,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2009,21.9,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2010,22.4,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2011,18.7,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2012,19.8,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2013,23.7,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2014,23.2,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2015,22.1,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2016,20.1,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2017,19.3,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2018,15.8,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2019,14.2,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2020,15.3,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2021,18.2,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2022,16.4,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2023,16.1,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Belgium,2024,17.4,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2005,22.3,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2006,19.5,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2007,15.1,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2008,12.7,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2009,16.2,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2010,21.9,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2011,25.0,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2012,28.1,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2013,28.4,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2014,23.8,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2015,21.6,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2016,17.2,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2017,12.9,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2018,12.7,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2019,8.8,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2020,14.2,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2021,15.8,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2022,10.6,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2023,12.1,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Bulgaria,2024,12.3,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2005,8.8,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2006,7.7,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2007,7.1,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2008,7.0,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2009,8.5,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2010,8.2,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2011,7.7,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2012,8.3,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2013,8.7,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2014,8.6,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2015,8.8,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2016,8.6,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2017,8.1,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2018,7.9,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2019,8.0,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2020,8.6,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2021,8.3,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2022,6.8,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2023,7.9,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Switzerland,2024,8.2,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2005,13.9,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2006,10.0,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2007,10.2,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2008,9.0,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2009,13.8,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2010,16.6,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2011,22.4,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2012,27.7,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2013,38.9,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2014,36.0,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2015,32.8,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2016,29.1,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2017,24.7,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2018,20.2,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2019,17.6,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2020,17.6,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2021,17.3,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2022,18.1,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2023,16.6,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Cyprus,2024,13.0,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2005,19.2,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2006,17.5,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2007,10.7,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2008,9.9,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2009,16.6,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2010,18.3,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2011,18.1,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2012,19.5,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2013,19.0,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2014,15.9,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2015,12.6,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2016,10.5,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2017,7.9,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2018,6.7,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2019,5.6,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2020,8.0,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2021,8.2,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2022,6.8,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2023,8.3,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Czechia,2024,9.1,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2005,15.5,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2006,13.8,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2007,11.9,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2008,10.6,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2009,11.2,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2010,9.8,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2011,8.5,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2012,8.0,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2013,7.8,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2014,7.7,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2015,7.2,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2016,7.1,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2017,6.8,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2018,6.2,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2019,5.8,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2020,7.1,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2021,7.0,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2022,6.0,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2023,5.9,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Germany,2024,6.5,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2005,8.6,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2006,7.7,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2007,7.5,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2008,9.5,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2009,13.5,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2010,15.6,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2011,16.4,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2012,15.8,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2013,14.8,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2014,14.2,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2015,12.2,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2016,12.2,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2017,12.4,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2018,10.5,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2019,10.1,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2020,11.7,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2021,10.8,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2022,10.6,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2023,11.5,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Denmark,2024,14.6,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Euro area – 20 countries (from 2023),2005,18.4,b,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Euro area – 20 countries (from 2023),2006,17.0,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Euro area – 20 countries (from 2023),2007,15.4,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Euro area – 20 countries (from 2023),2008,15.9,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Euro area – 20 countries (from 2023),2009,20.4,,
ESTAT:TEPSR_WC170(1.0),11/09/25 23:00:00,Annual,Percentage,Total,From 15 to 24 years,All ISCED 2011 levels,Euro area – 20 countries (from 2023),2010,21.3,,
